date,original,interannual,interdecadal
1968-11-01,-0.454,-0.297369135364475,-0.1566387721983604
1968-12-01,-0.213,-0.06043746188444697,-0.15257038872310502
1969-01-01,-0.162,-0.013555911179842589,-0.14845184632031896
1969-02-01,-0.164,-0.019713380352987586,-0.14429424704752492
1969-03-01,0.06,0.2001012249495826,-0.1401086845502895
1969-04-01,-0.051,0.0848989606184817,-0.13590621415122026
1969-05-01,-0.166,-0.034309184928571226,-0.13169782384721662
1969-06-01,-0.626,-0.49851231882648317,-0.12749440623663885
1969-07-01,-0.407,-0.2836996708943481,-0.12330673139421881
1969-08-01,-0.35,-0.23086061980425993,-0.11914542070823463
1969-09-01,-0.248,-0.1329847182756084,-0.11502092169169016
